QUEST_LV_0400_20161118_000001	凱都拉商團員艾達
QUEST_LV_0400_20161118_000944	取出魔石中
QUEST_LV_0400_20161118_000945	再藏起來
QUEST_LV_0400_20161118_000946	詢問可以幫忙甚麼
QUEST_LV_0400_20161118_000947	找到入口了我的任務就到此為止囉
QUEST_LV_0400_20161118_000948	他們無法自己完成的
QUEST_LV_0400_20161118_000949	要消滅牠們
QUEST_LV_0400_20161118_000950	再封印完成了可以收工啦
QUEST_LV_0400_20161118_000951	傳說的證據(1)
QUEST_LV_0400_20161118_000952	會幫助你請告訴我你要找的東西
QUEST_LV_0400_20161118_000953	自己慢慢找吧
QUEST_LV_0400_20161118_000954	傳說的證據(2)
QUEST_LV_0400_20161118_000955	會幫你尋找造箭者之箭
QUEST_LV_0400_20161118_000956	希望能找到要找的東西啊
QUEST_LV_0400_20161118_000957	傳說的證據(3)
QUEST_LV_0400_20161118_000958	會幫忙找到比爾卡斯的毛
QUEST_LV_0400_20161118_000959	小心仔細找啊
QUEST_LV_0400_20161118_000960	傳說的證據(4)
QUEST_LV_0400_20161118_000961	一起去尋找吧
QUEST_LV_0400_20161118_000962	自己會去找
QUEST_LV_0400_20161118_000963	傳說的證據(5)
QUEST_LV_0400_20161118_000964	到傑諾納斯那裡去
QUEST_LV_0400_20161118_000965	以後再去啦
QUEST_LV_0400_20161118_000966	傳說的證據(6)
QUEST_LV_0400_20161118_000967	跟隨傑諾納斯
QUEST_LV_0400_20161118_000968	放著不管
QUEST_LV_0400_20161118_000969	傳說的證據(7)
QUEST_LV_0400_20161118_000970	我去造箭者大師那裡看看吧
QUEST_LV_0400_20161118_000971	派遣其他人過去
QUEST_LV_0400_20161118_000972	訴說有關梅的事情
QUEST_LV_0400_20161118_000973	當梅坎吐露出隱情後，就處置他，並且把造箭者之箭帶來
QUEST_LV_0400_20161118_000974	正把事情告訴造箭者大師
QUEST_LV_0400_20161118_000975	傳說的證據(8)
QUEST_LV_0400_20161118_000976	去尋找魔族的魔力
QUEST_LV_0400_20161118_000977	使喚你的徒弟就好啦
QUEST_LV_0400_20161118_000978	傳說的證據(9)
QUEST_LV_0400_20161118_000979	要去尋找比爾卡斯的精髓
QUEST_LV_0400_20161118_000980	傳說的證據(10)
QUEST_LV_0400_20161118_000981	願意幫你找啦
QUEST_LV_0400_20161118_000982	仔細找啊！
QUEST_LV_0400_20161118_000983	傳說的證據(12)
QUEST_LV_0400_20161118_000984	去轉交造箭者大師
QUEST_LV_0400_20161118_000985	正再取出造箭者之箭
QUEST_LV_0400_20161118_000986	梅伊班的遺願(1)
QUEST_LV_0400_20161118_000987	梅伊班的遺願(2)
QUEST_LV_0400_20161118_000988	梅伊班的遺願(3)
QUEST_LV_0400_20161118_000989	要去找紀念碑
QUEST_LV_0400_20161118_000990	以後再幫你啦
QUEST_LV_0400_20161118_000991	梅伊班的遺願(5)
QUEST_LV_0400_20161118_000992	要跟林塔斯一起尋找紀念碑
QUEST_LV_0400_20161118_000993	一個人去尋找
QUEST_LV_0400_20161118_000994	梅伊班的遺願(6)
QUEST_LV_0400_20161118_000995	要取尋找美泰爾藥草
QUEST_LV_0400_20161118_000996	這不是我該做的事情
QUEST_LV_0400_20161118_000997	正在轉交美泰爾藥草
QUEST_LV_0400_20161118_000998	梅伊班的遺願(7)
QUEST_LV_0400_20161118_000999	正在燃燒蕨葉
QUEST_LV_0400_20161118_001000	梅伊班的遺願(8)
QUEST_LV_0400_20161118_001001	要再去找找看
QUEST_LV_0400_20161118_001002	等等再出發吧
QUEST_LV_0400_20161118_001003	梅伊班的遺願(9)
QUEST_LV_0400_20161118_001004	那麼詢問該怎麼辦吧
QUEST_LV_0400_20161118_001005	除草作業(1)
QUEST_LV_0400_20161118_001006	要去取得比爾卡斯的唾液腺
QUEST_LV_0400_20161118_001007	除草作業(2)
QUEST_LV_0400_20161118_001008	要去尋找祭司布魯納斯
QUEST_LV_0400_20161118_001009	再等一下就會來了吧
QUEST_LV_0400_20161118_001010	梅伊班的遺願(4)
QUEST_LV_0400_20161118_001011	跟在後面
QUEST_LV_0400_20161118_001012	自己想辦法去找好嗎
QUEST_LV_0400_20161118_001013	未來的計畫
QUEST_LV_0400_20161118_001014	詢問未來的計畫
QUEST_LV_0400_20161118_001015	除草作業(3)
QUEST_LV_0400_20161118_001016	等著瞧吧
QUEST_LV_0400_20161118_001017	傳說的證據(11)
QUEST_LV_0400_20161118_001018	正在回收造箭者之箭
QUEST_LV_0400_20161118_001019	消失的孩子
QUEST_LV_0400_20161118_001020	會幫助你但是不知道你考慮的點是甚麼
QUEST_LV_0400_20161118_001021	去向其他人請求幫助
QUEST_LV_0400_20161118_001022	修理帳棚所需要的東西
QUEST_LV_0400_20161118_001023	我會幫助你的，但是請告訴我要怎麼找到縫補帳篷的線。
QUEST_LV_0400_20161118_001024	向旁邊的人請求協助
QUEST_LV_0400_20161118_001025	感謝的話以後再說，先告訴我該怎麼找到線。
QUEST_LV_0400_20161118_001026	米雪勘森林的難民們(1)
QUEST_LV_0400_20161118_001027	問問看有沒有要幫忙的事情
QUEST_LV_0400_20161118_001028	自己看著辦好嗎
QUEST_LV_0400_20161118_001029	米雪勘森林的難民們(2)
QUEST_LV_0400_20161118_001030	有其他方法能取得修理柵欄用的木材嗎？
QUEST_LV_0400_20161118_001031	現在該自己想辦法解決了吧
QUEST_LV_0400_20161118_001032	米雪勘森林的難民們(3)
QUEST_LV_0400_20161118_001033	會幫助修理柵欄
QUEST_LV_0400_20161118_001034	那就好好幹吧
QUEST_LV_0400_20161118_001035	米雪勘森林的難民們(4)
QUEST_LV_0400_20161118_001036	說有急事
QUEST_LV_0400_20161118_001037	米雪勘森林的難民們(5)
QUEST_LV_0400_20161118_001038	問問看要去哪裡取得蘭朵林草
QUEST_LV_0400_20161118_001039	明白了
QUEST_LV_0400_20161118_001040	米雪勘森林的難民們(6)
QUEST_LV_0400_20161118_001041	要去把布袋找回來
QUEST_LV_0400_20161118_001042	米雪勘森林的難民們(7)
QUEST_LV_0400_20161118_001043	決心要消滅怪物開闢農耕地
QUEST_LV_0400_20161118_001044	決定要開闢新農耕地
QUEST_LV_0400_20161118_001045	被遺忘的難民們
QUEST_LV_0400_20161118_001046	要去要求支援
QUEST_LV_0400_20161118_001047	傳達米雪勘森林的狀況
QUEST_LV_0400_20161118_001048	正在說明已經轉達給柯拉佩達的烏斯卡知道了
QUEST_LV_0400_20161118_001049	阿爾蘭必的事情
QUEST_LV_0400_20161118_001050	和凱都拉商團成員愛爾塔對話
QUEST_LV_0400_20161118_001051	凱都拉商團團員阿塔正在等著某人的幫助
QUEST_LV_0400_20161118_001052	尋找基高傭兵團
QUEST_LV_0400_20161118_001053	凱都拉商團團員阿塔請求尋找在阿爾蘭必洞窟內部的基高傭兵團員
QUEST_LV_0400_20161118_001054	和傭兵海藍達對話
QUEST_LV_0400_20161118_001055	去跟看起來很不安的傭兵海藍達對話吧！
QUEST_LV_0400_20161118_001056	聽說傭兵黑蘭塔正被怪物們追趕。不管怎麼找都看不到追趕黑蘭塔的怪物，為了讓黑蘭塔能夠放心，請消滅怪物們吧
QUEST_LV_0400_20161118_001057	已經把附近的怪物們都完全消滅了。請回去讓傭兵黑蘭塔安心。
QUEST_LV_0400_20161118_001058	消滅附近的怪物
QUEST_LV_0400_20161118_001059	去見聖水祭司 謝爾貝卡
QUEST_LV_0400_20161118_001060	前往傭兵黑蘭塔告訴你的地方，找祭司賽貝卡吧。
QUEST_LV_0400_20161118_001061	回到傭兵海藍達那裡去
QUEST_LV_0400_20161118_001062	聖水祭司賽貝卡說絕不能讓傭兵黑蘭塔獨自一人。請回去帶黑蘭塔過來。
QUEST_LV_0400_20161118_001063	尋找傭兵海藍達的下落
QUEST_LV_0400_20161118_001064	收到聖水祭司賽貝卡的要求，要把黑蘭塔帶走，但她卻神不知鬼不覺的消失了。請在附近尋找黑蘭塔的蹤跡吧
QUEST_LV_0400_20161118_001065	和聖水祭司謝爾貝卡對話
QUEST_LV_0400_20161118_001066	雖然找不到傭兵黑蘭塔，但找到幾個她的痕跡了。請回去找聖水祭司賽貝卡。
QUEST_LV_0400_20161118_001067	阿爾蘭必洞窟的聖水祭司賽貝卡正在等待你的援助。
QUEST_LV_0400_20161118_001068	消滅洞穴毒妖花
QUEST_LV_0400_20161118_001069	聖水祭司賽貝卡從黑蘭塔寫在紙條上的未知的生物身上研發出了生存下去的方法。為了大家的安全，請消滅洞穴毒妖花
QUEST_LV_0400_20161118_001070	依聖水祭司賽貝卡的提議，已經消滅洞穴毒妖花。回去找賽貝卡吧。
QUEST_LV_0400_20161118_001071	尋找團長一行人
QUEST_LV_0400_20161118_001072	聖水祭司賽貝卡已經從黑蘭塔的紙條上得知了傭兵團長基高一行人的位置了。前往賽貝卡告訴你的地方吧。
QUEST_LV_0400_20161118_001073	與團長基高對話
QUEST_LV_0400_20161118_001074	在鬼門關前徘徊的團長基高正在等待你的幫助
QUEST_LV_0400_20161118_001075	回收傭兵團解毒劑
QUEST_LV_0400_20161118_001076	團長基高被自己的尖角皮德蟲攻擊無法移動。基高在戰鬥時弄丟了解毒劑，請求您向附近的怪物身上找回解毒劑。
QUEST_LV_0400_20161118_001077	回到團長基高那裡
QUEST_LV_0400_20161118_001078	已經回收了團長基高所拜託的傭兵團解毒劑。回去找基高吧。
QUEST_LV_0400_20161118_001079	從怪物身上回收 %s
QUEST_LV_0400_20161118_001080	回到聖水祭司 謝爾貝卡那裡
QUEST_LV_0400_20161118_001081	團長基高消失了。請告訴聖水祭司賽貝卡這件事。
QUEST_LV_0400_20161118_001082	尋找埃德林的下落
QUEST_LV_0400_20161118_001083	聖水祭司賽貝卡懇求你前往團長基高所告知的地方，把艾德林找回來。
QUEST_LV_0400_20161118_001084	消滅尖角皮德蟲了。並且在尖角皮德蟲身上發現屬於艾德林的項鍊。回去找聖水祭司賽貝卡吧。
QUEST_LV_0400_20161118_001085	去跟聖水祭司謝爾貝卡對話吧！
QUEST_LV_0400_20161118_001086	去見凱都拉 商團成員 愛爾塔
QUEST_LV_0400_20161118_001087	聖水祭司賽貝卡無法接納戀人的死訊。賽貝卡有話要跟凱都拉商團團員阿塔說
QUEST_LV_0400_20161118_001088	阿爾蘭必洞窟的凱都拉商團團員阿塔正在等待你的幫助
QUEST_LV_0400_20161118_001089	尋找阿爾蘭必 洞窟的紀錄
QUEST_LV_0400_20161118_001090	凱都拉商團團員阿塔為了不再有任何犧牲者被發現，請求一起仔細調查在阿爾蘭必洞窟裡發生的悲劇。調查阿爾蘭必洞窟，並找出可作為紀錄的東西吧。
QUEST_LV_0400_20161118_001091	找到了許多有關阿爾蘭必洞窟的情報了。告訴凱都拉商團團員阿塔吧。
QUEST_LV_0400_20161118_001092	收集鐘乳石塊 
QUEST_LV_0400_20161118_001093	凱都拉商團團員阿塔從阿爾蘭必洞窟怪物那得到的鐘乳石塊將會成為解開這地區秘密的重要資料。請消滅阿爾蘭必洞窟的怪物，並蒐集鐘乳石塊
QUEST_LV_0400_20161118_001094	已經消滅怪物們並且蒐集了鐘乳石塊。請回去找凱都拉商團團員阿塔。
QUEST_LV_0400_20161118_001095	消滅阿爾蘭必洞窟的怪物獲得 %s 
QUEST_LV_0400_20161118_001096	清除猜謎的魔族裝置
QUEST_LV_0400_20161118_001097	凱都拉商團團員阿塔請求清除遍佈在阿爾蘭必洞窟內被認為是魔法媒介體的謎樣的機器裝置
QUEST_LV_0400_20161118_001098	依照凱都拉商團團員阿塔的要求清除了謎樣的機器裝置。請回去找阿塔。
QUEST_LV_0400_20161118_001099	與難民布蘭登對話
QUEST_LV_0400_20161118_001100	布蘭登因為受傷處於無法移動的狀態。請問問該怎麼幫助他才好。
QUEST_LV_0400_20161118_001101	到圖拉斯空地去收集白尾草
QUEST_LV_0400_20161118_001102	看來布蘭登的腿因為掉進陷阱裡受傷了。為了緩解他的疼痛，請到旁邊的圖拉斯空地蒐集具有止痛效果的白尾草給我吧。
QUEST_LV_0400_20161118_001103	已經蒐集足夠的白尾草了。請交給布蘭登。
QUEST_LV_0400_20161118_001104	從附近收集 %s
QUEST_LV_0400_20161118_001105	連續陷阱
QUEST_LV_0400_20161118_001106	消滅被陷阱困住的怪物
QUEST_LV_0400_20161118_001107	掉進陷阱裡了。一起掉進陷阱裡的怪物變得更殘暴並且正在發動攻擊，請消滅牠們吧。
QUEST_LV_0400_20161118_001108	消滅變得殘暴的怪物
QUEST_LV_0400_20161118_001109	從陷阱逃出
QUEST_LV_0400_20161118_001110	雖然把怪獸們都消滅了，但還是被困在陷阱裡。請等待不知名的獵人拆除陷阱。
QUEST_LV_0400_20161118_001111	追蹤謎樣的獵人
QUEST_LV_0400_20161118_001112	根據難民布蘭登所說的話，不知名的獵人不知道在這裡策畫什麼陰謀呢。去尋找他並問清他的真實意圖吧。
QUEST_LV_0400_20161118_001113	跟蹤謎樣的獵人
QUEST_LV_0400_20161118_001114	在不知名的獵人那裏得到了治療。他否認關於自己的傳聞，他說如果想要確認的話就跟隨著他吧。跟隨著他前往他的隱身處吧。
QUEST_LV_0400_20161118_001115	與謎樣的獵人對話
QUEST_LV_0400_20161118_001116	跟隨著不知名的獵人，成功抵達他的隱身處。現在聽聽他怎麼說這些事情的來龍去脈吧。
QUEST_LV_0400_20161118_001117	和比爾黑爾馬斯對話
QUEST_LV_0400_20161118_001118	比爾黑爾馬斯看來需要有人幫忙對抗怪獸。請與他對話。
QUEST_LV_0400_20161118_001119	消滅比爾黑爾馬斯指定的怪物
QUEST_LV_0400_20161118_001120	比爾黑爾馬斯不希望有不必要的犧牲，要求測試實力。請依照他的指示消滅周圍的庫凱利，讓他看看你的能力吧。
QUEST_LV_0400_20161118_001121	已經完成比爾黑爾馬斯所要求的試驗。請回去向他報告。
QUEST_LV_0400_20161118_001122	消滅附近的庫凱利
QUEST_LV_0400_20161118_001123	繁複的準備過程
QUEST_LV_0400_20161118_001124	比爾黑爾馬斯好像正在尋找可以對抗怪獸的好方法。請向他詢問該怎麼幫他。
QUEST_LV_0400_20161118_001125	從庫凱利托特身上收集被刺激的毒袋子
QUEST_LV_0400_20161118_001126	比爾黑爾馬斯想要準備可以給怪物致命一擊的毒箭。請蒐集他所要求的受到刺激的毒囊。{nl}向庫凱利托特噴灑刺激劑之後消滅牠們之後就可以得到受到刺激的毒囊了。
QUEST_LV_0400_20161118_001127	已經蒐集到足夠的毒囊。請交給比爾黑爾馬斯。
QUEST_LV_0400_20161118_001128	比爾黑爾馬斯想要使用的毒藥還需要另一樣材料。請詢問他還需要蒐集什麼材料。
QUEST_LV_0400_20161118_001129	從比爾黑爾馬斯身上引誘出黃色烏頭花
QUEST_LV_0400_20161118_001130	比爾黑爾馬斯需要黃色的頭盔花，但必須由自己來收集才行。請帶領他到附近有黃色頭盔花的沙爾瑪斯瀑布。
QUEST_LV_0400_20161118_001131	似乎已收集到所有毒藥的材料。請回去比爾黑爾馬斯的隱身處與他對話。
QUEST_LV_0400_20161118_001132	製作毒藥的材料都已經收集到了，但要製作陷阱好像還缺少東西。請詢問比爾黑爾馬斯還需要什麼東西。
QUEST_LV_0400_20161118_001133	從庫凱利蘇米身上收集麻醉藥
QUEST_LV_0400_20161118_001134	還需要放進麻痺陷阱裡的麻痺藥。把庫凱利蘇米消滅後，收集牠們帶著的麻痺藥。
QUEST_LV_0400_20161118_001135	已經收集足夠的麻痺藥了請交給比爾黑爾馬斯，好讓他製作陷阱。
QUEST_LV_0400_20161118_001136	從庫凱利蘇米身上獲得 %s
QUEST_LV_0400_20161118_001137	將怪物趕到陷阱裡
QUEST_LV_0400_20161118_001138	比爾黑爾馬斯好像已經完成了麻痺陷阱。現在問問他該怎麼使用陷阱。
QUEST_LV_0400_20161118_001139	在路口設置陷阱
QUEST_LV_0400_20161118_001140	比爾黑爾馬斯要求把陷阱設置在從特雷達拉伊溪邊前往沙爾瑪斯瀑布的道路上。把三個陷阱都設置好之後，躲在怪獸看不到的地方吧。
QUEST_LV_0400_20161118_001141	等待怪物
QUEST_LV_0400_20161118_001142	已設置好所有的麻痺陷阱。躲起來並等待怪獸掉進陷阱吧。
QUEST_LV_0400_20161118_001143	跟在怪物後面
QUEST_LV_0400_20161118_001144	怪獸避開比爾黑爾馬斯往亞秀弗塔斯高原逃跑了。快跟上追過去的比爾黑爾馬斯，追蹤怪獸吧。
QUEST_LV_0400_20161118_001145	與怪獸的最後決戰
QUEST_LV_0400_20161118_001146	對怪物施加暴撃
QUEST_LV_0400_20161118_001147	陷入困境的怪獸開始發動攻擊了。和比爾黑爾馬斯一起給怪獸致命的一擊吧。
QUEST_LV_0400_20161118_001148	比爾黑爾馬斯好像受傷了。先問問他有沒有怎麼樣吧。
QUEST_LV_0400_20161118_001149	比爾黑爾馬斯好像無法再繼續追趕怪獸了。請先試著與他對話。
QUEST_LV_0400_20161118_001150	消滅怪物
QUEST_LV_0400_20161118_001151	受了致命傷的怪獸好像逃往了巴伊凱丘陵。請前往巴伊凱丘陵，結束這場戰鬥吧。
QUEST_LV_0400_20161118_001152	成功消滅怪獸了。請回去告訴比爾黑爾馬斯這件事。
QUEST_LV_0400_20161118_001153	消滅愛梅特森林的怪物
QUEST_LV_0400_20161118_001154	和難民蜜莉亞對話
QUEST_LV_0400_20161118_001155	對難民米利亞請求援助的地方覺得不太妥當，陷入苦惱當中。問問她問題是什麼吧。
QUEST_LV_0400_20161118_001156	獲得葉豆精的果實豆
QUEST_LV_0400_20161118_001157	米利亞為了因應食糧不足，要求蒐集葉豆精的果實。請捕捉周圍的葉豆精，蒐集果實給她吧。
QUEST_LV_0400_20161118_001158	好像已蒐集難民們需要的果實數量了。請交給米利亞。
QUEST_LV_0400_20161118_001159	消滅黃色 葉豆精收集 %s 
QUEST_LV_0400_20161118_001160	與難民克雷格對話
QUEST_LV_0400_20161118_001161	難民格雷格好像很在意周圍的怪物。請試著與他對話。
QUEST_LV_0400_20161118_001162	收集堅硬木棍
QUEST_LV_0400_20161118_001163	格雷格說很難接受領主們的幫忙，所以想自己找出免於怪獸侵擾的方法。找個堅硬的木棍給他吧。
QUEST_LV_0400_20161118_001164	這樣的武器至少應該能對抗弱小的怪物。請把木棍交給格雷格。
QUEST_LV_0400_20161118_001165	米利亞好像覺得不能再這樣下去。問問她解決這森林狀況的方法吧。
QUEST_LV_0400_20161118_001166	接受兩位領主的協議內容
QUEST_LV_0400_20161118_001167	米利亞好像覺得兩個領主應該好好對話並停止戰鬥，這森林的狀況才會安定。請各說服上方的里烏達斯領主與下方優庫巴斯領主，並取得對話約定吧。
QUEST_LV_0400_20161118_001168	成功說服兩個領主。請將好消息告訴米利亞吧。
QUEST_LV_0400_20161118_001169	說服里烏達斯領主
QUEST_LV_0400_20161118_001170	與領主里烏達斯對話
QUEST_LV_0400_20161118_001171	領主里烏達斯好像不喜歡這裡有陌生人徘徊。請先對他說清楚緣由吧。
QUEST_LV_0400_20161118_001172	挖掘帕里堤斯草的根
QUEST_LV_0400_20161118_001173	里烏達斯答應談話的條件是要求找傳染病的藥給他的部下。請挖附近的匹斯提斯草的根吧。
QUEST_LV_0400_20161118_001174	已挖好里烏達斯要求的根。請把根交給他。
QUEST_LV_0400_20161118_001175	要治癒士兵們的傳染病，好像還是不夠。問問領主里烏達斯還需要再帶什麼來吧。
QUEST_LV_0400_20161118_001176	收集橘色克魯莫的腿
QUEST_LV_0400_20161118_001177	在找來的根汁中加上磨好的克魯莫的腳混合，似乎才能完成傳染病的藥。請捕捉附近的橘色克魯莫，並蒐集它的腳給里烏達斯吧。
QUEST_LV_0400_20161118_001178	已蒐集適量的腳。請趕快交給里烏達斯。
QUEST_LV_0400_20161118_001179	消滅橘色克魯莫收集 %s 
QUEST_LV_0400_20161118_001180	領主里烏達斯最後好像想拜託私人事情。先聽完他的請求，再取得對話約定吧。
QUEST_LV_0400_20161118_001181	在受雙傷的樹木下挖掘玩具箱子
QUEST_LV_0400_20161118_001182	里烏達斯想找回小時候的玩具箱子。他說找到有傷痕的樹，但這裡的樹都長滿了苔癬，得先將苔癬融化。請蒐集紅色曼陀花的體液，融化亞特敏堤斯空地上的樹木，確認傷痕後，找出下面的玩具箱子交給里烏達斯吧。
QUEST_LV_0400_20161118_001183	找到充滿里烏達斯兒時回憶的箱子。請趕快交給他，並取得對話約定。
QUEST_LV_0400_20161118_001184	在受雙傷的樹木下挖掘 %s 
QUEST_LV_0400_20161118_001185	說服優庫巴斯領主
QUEST_LV_0400_20161118_001186	和領主優庫巴斯對話
QUEST_LV_0400_20161118_001187	依據難民們的請求，請先和優庫巴斯領主攀談一下。
QUEST_LV_0400_20161118_001188	和羅貝勒塔對話
QUEST_LV_0400_20161118_001189	心腹羅貝勒塔說要代替生氣的優庫巴斯領主聆聽。請試著與她對話。
QUEST_LV_0400_20161118_001190	所有要向優庫巴斯領主講的事，好像都得透過羅貝勒塔。請先聽完她的要求吧。
QUEST_LV_0400_20161118_001191	消滅紅色曼陀花獸
QUEST_LV_0400_20161118_001192	羅貝勒塔要求若向領主傳達緣由，得先幫忙除掉附近的曼陀花。請除掉周圍地區的紅色曼陀花吧。
QUEST_LV_0400_20161118_001193	成功擊退羅貝勒塔要求的怪物數量。現在對她說清楚緣由吧。
QUEST_LV_0400_20161118_001194	依照羅貝勒塔的請託消滅 %s 
QUEST_LV_0400_20161118_001195	羅貝勒塔與其說在對話，不如說是一味對難民們強調這裡是優庫巴斯家門的土地。先聽完她的需求吧。
QUEST_LV_0400_20161118_001196	到阿克梅尼斯湖邊的廢墟尋找盾牌
QUEST_LV_0400_20161118_001197	羅貝勒塔說阿克梅尼斯湖邊的廢墟過去是優庫巴斯家門的傭人居所。請在那裡尋找畫著優庫巴斯紋章的證據吧。
QUEST_LV_0400_20161118_001198	發現優庫巴斯家門的盾牌。現在請把盾牌交給羅貝勒塔。
QUEST_LV_0400_20161118_001199	光憑盾牌，好像很難說服難民們。問問羅貝勒塔還需要什麼吧。
QUEST_LV_0400_20161118_001200	跟羅貝勒塔一起確認紀念碑
QUEST_LV_0400_20161118_001201	羅貝勒塔覺得過去優庫巴斯家門四處立下的紀念碑會是大證據。與她一起確認帕奇突西小路、斯卡爾達石子路、拉伊普達伊絕壁上的紀念碑狀態吧。
QUEST_LV_0400_20161118_001202	已確認所有的紀念碑。現在向羅貝勒塔取得優庫巴斯領主與里烏達斯領主之間的對話約定吧。
QUEST_LV_0400_20161118_001203	兩個領主間的對話好像開始了，但氣氛似乎不怎麼好。問問難民米利亞詳細的內容吧。
QUEST_LV_0400_20161118_001204	前往兩位領主間的會面場所
QUEST_LV_0400_20161118_001205	米利亞說兩個領主在中央地區開始對話，但氣氛看起來很糟。去兩個領主的會合場所，看看是如何進行的吧。
QUEST_LV_0400_20161118_001206	跟隨兩位領主
QUEST_LV_0400_20161118_001207	兩個領主帶領著部下，前往怪物襲擊的地方。請趕快追上去。
QUEST_LV_0400_20161118_001208	把兩位領主從怪物手中救出
QUEST_LV_0400_20161118_001209	兩個領主失去所有的部下，好像面臨危機。請擊退襲擊兩個領主的所有怪物，拯救他們吧。
QUEST_LV_0400_20161118_001210	領主們好不容易逃命了。請與里烏達斯領主對話。
QUEST_LV_0400_20161118_001211	消滅威脅領主性命的怪物
QUEST_LV_0400_20161118_001212	里烏達斯領主好像心意改變了。請說服他。
QUEST_LV_0400_20161118_001213	里烏達斯領主透漏只要優庫巴斯領主同意的話，就願意協商。現在問問優庫巴斯領主的意思吧。
QUEST_LV_0400_20161118_001214	擺脫危機的兩個領主好像決定再次訂定彼此的邊界。聽里烏達斯領主說更詳細的內容吧。
QUEST_LV_0400_20161118_001215	與印德拉雅對話
QUEST_LV_0400_20161118_001216	冒險家印德拉雅好像與受傷的夥伴一起躲避怪物。問問她有什麼需要幫忙的吧。
QUEST_LV_0400_20161118_001217	收集席拉蒲公英的露水
QUEST_LV_0400_20161118_001218	印德拉雅說製作擊退怪物的藥物需要水。沒有水就蒐集希拉蒲公英花蕊上的露水給她吧。
QUEST_LV_0400_20161118_001219	這麼多的話，好像足以用來製作藥物了。請把蒐集的露水交給印德拉雅。
QUEST_LV_0400_20161118_001220	收集附近的%s
QUEST_LV_0400_20161118_001221	印德拉雅看破啟示者的真面目，為了王國要求幫助自己。請聽她的請求吧。
QUEST_LV_0400_20161118_001222	消滅庫凱利扎巴與庫凱利奏伊尼
QUEST_LV_0400_20161118_001223	印德拉雅請求阻止受到魔族唆使，正在追著他們的庫凱利族。請除掉周圍的庫凱利奏伊尼與庫凱利扎巴吧。
QUEST_LV_0400_20161118_001224	好像已除掉所有追擊印德拉雅的庫凱利族。請回到印德拉雅身邊。
QUEST_LV_0400_20161118_001225	消滅庫凱利奏伊尼跟庫凱利扎巴
QUEST_LV_0400_20161118_001226	擊倒庫凱利扎巴後，魔族指令書就從它懷裡出來了。搞不好印德拉雅可以理解內容，請交給她吧。
QUEST_LV_0400_20161118_001227	印德拉雅好像沒有成功解讀給她的指令書。但她好像還沒放棄，請再與她對話吧。
QUEST_LV_0400_20161118_001228	從庫凱利扎巴掌握住魔族的指令書
QUEST_LV_0400_20161118_001229	印德拉雅說再蒐集多一點其他的指令書，讓她一邊比較一邊調查，感覺就能以自己的能力推測出意思。請蒐集更多的指令書給她吧。
QUEST_LV_0400_20161118_001230	已蒐集印德拉雅要求的指令書數量。請交給她讓她能解讀吧。
QUEST_LV_0400_20161118_001231	從庫凱利扎巴身上獲取 %s 
QUEST_LV_0400_20161118_001232	印德拉雅透過許多指令書，好像推測出追自己的魔族目前狀況。現在問問她接下來要做的事。
QUEST_LV_0400_20161118_001233	消滅魔族巴爾泰力斯後回收王稜的箱子
QUEST_LV_0400_20161118_001234	印德拉雅說得擊退魔族巴爾泰力斯，回收他搶走的王陵的箱子，才能繼續調查王陵入口。找到正在調查亞沛伊高斯祭壇的巴爾泰力斯，並擊退他吧。
QUEST_LV_0400_20161118_001235	已成功擊潰巴爾泰力斯，並回收王陵的箱子。請回到印德拉雅身邊，把箱子交給她吧。
QUEST_LV_0400_20161118_001236	印德拉雅想解開找回的王陵的箱子謎題，並開啟箱子。問問她是否有可以幫忙的方法吧。
QUEST_LV_0400_20161118_001237	找出被魔法下咒的樹木啟動紋章的反應
QUEST_LV_0400_20161118_001238	印德拉雅說需要與顏色相關的提示。請找到她給的地圖上標示的被魔法詛咒的樹，使王家的紋章反應，調查發生什麼現象吧。
QUEST_LV_0400_20161118_001239	目擊了五棵樹各自散發不同顏色的光芒。請告訴印德拉雅看到的景象。
QUEST_LV_0400_20161118_001240	印德拉雅好像以箱子裡的石板記錄為基礎，找到新線索了。問問她打聽出什麼吧。
QUEST_LV_0400_20161118_001241	調查拉伊卡斯交叉路
QUEST_LV_0400_20161118_001242	印德拉雅說石板上有中央地區的位置及未知的字句。請跟她去拉伊卡斯交叉路，解開字句的謎題吧。看她給你的紙條的話，可再次確認字句。
QUEST_LV_0400_20161118_001243	靜候裝置反應
QUEST_LV_0400_20161118_001244	王的石像好像有什麼反應。請一直注意看會發生什麼事吧。
QUEST_LV_0400_20161118_001245	發現在傳承中代表守門者的隱藏柱子。請與守門者前面的印德拉雅對話。
QUEST_LV_0400_20161118_001246	印德拉雅好像在苦惱向守門者證明自己是王室的血脈的方法。請跟她討論有沒有好方法。
QUEST_LV_0400_20161118_001247	利用王家之紋章吸收 庫凱利的靈魂
QUEST_LV_0400_20161118_001248	印德拉雅請求為王家的紋章補充魔力。請解決周圍的庫凱利族，讓庫凱利的靈魂被紋章吸收吧。
QUEST_LV_0400_20161118_001249	王家的紋章好像差不多補充完魔力了。請把紋章交給印德拉雅吧。
QUEST_LV_0400_20161118_001250	雖然成功發現王陵入口，但好像很難再進行。問問印德拉雅現在打算怎麼辦。
QUEST_LV_0400_20161118_001251	收集庫凱利努瑪尼的魔杖
