ETC_00000000_000000	語包版本 : 2020/01/01/13:39
ETC_20150317_000561	火炬
ETC_20150317_000562	水晶蜘蛛
ETC_20150317_000563	因為外型的關係，偶爾有些新手礦夫會採蜘蛛背上的水晶，但是常常反而受到攻擊。
ETC_20150317_000564	蜂群
ETC_20150317_000565	鐵蒺藜
ETC_20150317_000566	普利卜
ETC_20150317_000567	牠們一開始出現的時候，覺得牠們很小巧可愛的人都受到傷害了。
ETC_20150317_000568	聖水_水瓶
ETC_20150317_000569	佛蘭普活動用
ETC_20150317_000570	鎖鏈
ETC_20150317_000571	隱身盒
ETC_20150317_000572	蝙蝠
ETC_20150317_000573	米爾堤斯為了偵察在世界各處散佈了蝙蝠，現在和本體無關，大量繁殖正對世界造成威脅。
ETC_20150317_000574	野外奇葛拉斯
ETC_20150317_000575	野外尼多普巴伊
ETC_20150317_000576	致命性的比特雷巨蜂
ETC_20150317_000577	小黃
ETC_20150317_000578	小花
ETC_20150317_000579	小白點
ETC_20150317_000580	個
ETC_20150317_000581	鐵砧
ETC_20150317_000582	霍克瑪劍士
ETC_20150317_000583	霍克瑪雖然擁有比布貝還要高的智力並配戴道具，但是因為本能太強，有時反而會犯下一些愚蠢的錯誤，對於珍寶反應很遲鈍。
ETC_20150317_000584	霍克瑪弓箭手
ETC_20150317_000585	具有節制特性的霍克瑪們通常都擔任弓箭手的角色。
ETC_20150317_000586	霍克瑪咒術師
ETC_20150317_000587	霍克瑪中有透過經驗而具有能力的人。但是咒術師在霍克瑪的本能也沒有變得自由。
ETC_20150317_000588	艾倫
ETC_20150317_000589	因為有湧向受傷者的習性，所以聽說艾倫是從人類的靈魂中獲得力量。
ETC_20150317_000590	綠色艾倫
ETC_20150317_000591	此種類艾倫具有毒性。
ETC_20150317_000592	黃色艾倫
ETC_20150317_000593	梅羅葛咒術師
ETC_20150317_000594	梅羅葛的變種怪。梅羅葛之間的差異推測是從單純的變異過程而變得奇怪的。
ETC_20150317_000595	梅羅葛毒針術士
ETC_20150317_000596	爬蟲類變形怪會進行本能性的攻擊，但是牠所展現的能力也不亞於智力。
ETC_20150317_000597	霍克瑪戰鬥隊長
ETC_20150317_000598	霍克瑪當中知道適當地控制智力和本能的種類，被認可為群體的指揮者，主要活躍於和人類之間的戰鬥上。
ETC_20150317_000599	喬帕露卡
ETC_20150317_000600	據推測是魔族利用卓柏卡布拉創造出的怪物。
ETC_20150317_000601	艾洛瑪庫
ETC_20150317_000602	如第一印象給人凶惡的感覺，個性也非常糟糕。
ETC_20150317_000603	艾洛庫亞
ETC_20150317_000604	連對其它怪物特別是昆蟲型怪物都很凶惡，更別說對人類了。
ETC_20150317_000605	格羅爾
ETC_20150317_000606	雖然說牠的來源是兩棲類，但是當牠變異成在沒有水的地方也可以狩獵之後，就成了旅行者的威脅了。
ETC_20150317_000607	溫迪戈
ETC_20150317_000608	該怪物的習性是會襲擊人類並將人類當作食物的殘暴怪物。
ETC_20150317_000609	蜥蜴人
ETC_20150317_000610	從外型和名稱就可以知道淵源的野獸怪。
ETC_20150317_000611	泰瑪
ETC_20150317_000612	泰瑪的起源是某種植物的孢子，不確定牠是怎麼長成現在的型態的。
ETC_20150317_000613	凱帕里
ETC_20150317_000614	和凱帕無關，牠們是屬於動物類。
ETC_20150317_000615	克多摩爾
ETC_20150317_000616	女神們消失之後，最特別的一點是水中生物可以在陸地生活。
ETC_20150317_000617	柯瓦
ETC_20150317_000618	對腐壞的肉虎視眈眈的習性還存在。
ETC_20150317_000619	爆發陷阱
ETC_20150317_000620	太可怕讓人忍不住逃跑的女神像。
ETC_20150317_000621	技能點數增加女神像
ETC_20150317_000622	屬性增加女神像
ETC_20150317_000623	讓人進行地區移動的女神像。
ETC_20150317_000624	雷姆爾
ETC_20150317_000625	不知道是從何種無生物變形而成的怪物。
ETC_20150317_000626	雷姆力亞
ETC_20150317_000627	首雷姆爾很相似，很會耐冷。
ETC_20150317_000628	霍克瑪戰鬥兵
ETC_20150317_000629	和看守者很類似，但是戰鬥兵具有更豐富的戰鬥經驗。
ETC_20150317_000630	霍克瑪看守者
ETC_20150317_000631	他們是力量雖然強大，但是智力相對低的霍克瑪。
ETC_20150317_000632	藤蔓
ETC_20150317_000633	羊駝
ETC_20150317_000634	雪球
ETC_20150317_000635	水螅
ETC_20150317_000636	女妖克萊默
ETC_20150317_000637	地心蟲王
ETC_20150317_000638	曼陀花獸
ETC_20150317_000639	南瓜燈籠怪
ETC_20150317_000640	魔斯怪
ETC_20150317_000641	夏勒琵雅
ETC_20150317_000642	凱吉青苔泥人
ETC_20150317_000643	魔地獸
ETC_20150317_000644	孟堤肯
ETC_20150317_000645	莫亞班羅喀
ETC_20150317_000646	貝洛查德
ETC_20150317_000647	吉努特
ETC_20150317_000648	動物和礦物合成之後的怪物，最近發現這個怪物有很多變種。
ETC_20150317_000649	拉屋地奴泰那
ETC_20150317_000650	吉努特變種怪之一。
ETC_20150317_000651	沙漠卓柏卡布拉
ETC_20150317_000652	卓柏卡布拉在各地同時有很多種類出沒，正傷害著人類性命和農作物。
ETC_20150317_000653	王陵關口
ETC_20150317_000654	黃色吉努特
ETC_20150317_000655	藍色拉屋地奴泰那
ETC_20150317_000656	野外惡靈
ETC_20150317_000657	巴普
ETC_20150317_000658	雖然還是小但已經變大的巴普，一直覬覦著生命體的肉。
ETC_20150317_000659	野外藍色樹精
ETC_20150317_000660	野外水螅
ETC_20150317_000661	野外綠色樹精
ETC_20150317_000662	骨頭項鍊波亞塔
ETC_20150317_000663	粗暴的灰色青苔泥人
ETC_20150317_000664	吸塵的葛雷斯墨爾
ETC_20150317_000665	發瘋的樹精
ETC_20150317_000666	蒼白的利卡烏斯
ETC_20150317_000667	堅強的蓋洛貝斯寄居蟹
ETC_20150317_000668	鐵壁的獨眼巨人
ETC_20150317_000669	大膽的藍色賽夸伊亞
ETC_20150317_000670	帶剌的鬼影凱伊洛
ETC_20150317_000671	石盔甲遠古石龜獸
ETC_20150317_000672	鐵角尼多普巴伊
ETC_20150317_000673	凶暴的莫雷克
ETC_20150317_000674	搖晃的約納喬雷
ETC_20150317_000675	毒霧王座大蜘蛛
ETC_20150317_000676	敏捷的火暴地鼠獸
ETC_20150317_000677	長腿鬼眼蜘蛛
ETC_20150317_000678	吃石頭奇魯毛蟲獸
ETC_20150317_000679	火甕火山龜獸
ETC_20150317_000680	發熱的亞崑
ETC_20150317_000681	不屈服的凱帕奇樹妖
ETC_20150317_000682	奇怪的貝洛查德
ETC_20150317_000683	龍捲風夏勒琵雅
ETC_20150317_000684	發惡的樹林巨獸哥布林
ETC_20150317_000685	鋼鐵的鐵甲殭屍
ETC_20150317_000686	囂張的鋼鐵巴溫
ETC_20150317_000687	震撼的艾哈特
ETC_20150317_000688	重新活動的虛那印
ETC_20150317_000689	興奮的米諾牛頭怪
ETC_20150317_000690	飄曳的巨眼丹提
ETC_20150317_000691	危險的女妖克萊默
ETC_20150317_000692	放火的南瓜燈籠怪
ETC_20150317_000693	擺動的魔斯怪
ETC_20150317_000694	吵鬧的魔地獸
ETC_20150317_000695	貫穿的孟堤肯
ETC_20150317_000696	石刺莫亞班羅喀
ETC_20150317_000697	發瘋的曼陀花獸
ETC_20150317_000698	釘子手切波勒
ETC_20150317_000699	無禮的死亡魔女
ETC_20150317_000700	原野薩爾提斯托
ETC_20150317_000701	激烈的地獄三頭犬
ETC_20150317_000702	陰森的死靈查普利
ETC_20150317_000703	吵雜的瑪因洛德
ETC_20150317_000704	亞魯瑪
ETC_20150317_000705	雖然沒有眼睛，但是聽覺和嗅覺非常發達，行動比想像中敏捷。
ETC_20150317_000706	迪摩
ETC_20150317_000707	通常用他們很喜愛拿在手上的火焰晶球來攻擊人們。
ETC_20150317_000708	魔瓶怪
ETC_20150317_000709	是從魔法師們的物品變異而成的怪物。聽說根據本來的用途有不同的扺抗力。
ETC_20150317_000710	畢拉空
ETC_20150317_000711	無法飛翔的可憐怪物。
ETC_20150317_000712	咒術人偶
ETC_20150317_000713	曾經是塔之魔法師們所使用的魔法創造物，但是現在因為魔族的影響對人類而言已經完全改變了。
ETC_20150317_000714	暗黑咒術人偶
ETC_20150317_000715	黃色咒術人偶
ETC_20150317_000716	法師咒術人偶
ETC_20150317_000717	魔族攻擊塔的時候，因為受到影響而變成怪物，特別的是他們本能性的討厭魔法師。
ETC_20150317_000718	巨大史萊姆
ETC_20150317_000719	史萊姆是屬於魔界的生物，在植物災難之後數量增加了，而魔法師之塔周圍特別多。
ETC_20150317_000720	綠色巨大史萊姆
ETC_20150317_000721	黃色巨大史萊姆
ETC_20150317_000722	暗黑巨大史萊姆
ETC_20150317_000723	火焰青苔泥人
ETC_20150317_000724	變得灼熱的凱吉青苔泥人
ETC_20150317_000725	崇高的墓主洛德
ETC_20150317_000726	藍色喬雷
ETC_20150317_000727	赤紅努德鉤子
ETC_20150317_000728	是魔界低階生物中的一種，有一點智力。
ETC_20150317_000729	炮塔
ETC_20150317_000730	黃金鐵砧
ETC_20150317_000731	雷克西波人類型
ETC_20150317_000732	燃燒的火焰蜥蜴王
ETC_20150317_000733	飢餓的狼人
ETC_20150317_000734	噁心的地心蟲王
ETC_20150317_000735	無臉的蠱惑惡靈
ETC_20150317_000736	吉努特卡斯米尼
ETC_20150317_000737	拉普拉沃
ETC_20150317_000738	植物學家第一次發現會移動的拉普拉沃時，取的是特利彼特，但是那個名稱已經被別的怪物用掉了。
ETC_20150317_000739	大粉紅蘑菇精
ETC_20150317_000740	艾洛瑪
ETC_20150317_000741	戴斯摩斯
ETC_20150317_000742	蟲子
ETC_20150317_000743	暗黑拉普拉沃
ETC_20150317_000744	冰牆
ETC_20150317_000745	布貝魔法師
ETC_20150317_000746	布貝火焰魔法師
ETC_20150317_000747	布貝冰凍魔法師
ETC_20150317_000748	布貝咒術師
ETC_20150317_000749	溫迪戈逃犯
ETC_20150317_000750	柯洛瑪多
ETC_20150317_000751	以前棲息在火山附近的怪物。
ETC_20150317_000752	蘭姆貝兒
ETC_20150317_000753	集好幾種野獸的優點於一身，是一種很麻煩的怪物。
ETC_20150317_000754	歐爾塔倫
ETC_20150317_000755	歐爾塔倫在變異前就是不能飛的鳥。
ETC_20150317_000756	魯巴勃斯
ETC_20150317_000757	雖然也有人認為魯巴勃斯很可愛，但是這個怪物有可能隨時會把你給撕爛。
ETC_20150317_000758	潘圖魔法師
ETC_20150317_000759	潘圖的另一種變異種，只對特定的事擁有智力，但之後會可能會再有其它變化。
ETC_20150317_000760	潘圖咒術師
ETC_20150317_000761	潘圖咒術師雖然很強，但是不確定是不是魔法師的發展型，可以確定的是和他戰鬥時要特別注意。
ETC_20150317_000762	藍色潘圖魔法師
ETC_20150317_000763	赤紅潘圖魔法師
ETC_20150317_000764	莫亞
ETC_20150317_000765	外表長得很可愛，但是總是面無表情，總是用身體攻擊人。
ETC_20150317_000766	莫亞布
ETC_20150317_000767	是莫亞的進化型，比莫亞更殘暴。
ETC_20150317_000768	巴本
ETC_20150317_000769	與其說巴本會飛行，還不如說他會浮遊還比較正確。
ETC_20150317_000770	提努
ETC_20150317_000771	提努將食物撕得很大一塊，然後用吞的來進食，是從食蟲植物變異成食肉植物的種類。
ETC_20150317_000772	傑克諾茲
ETC_20150317_000773	有三個頭的果實怪物，那一個頭是本體，還是三個頭都是本體，沒有人知道。
ETC_20150317_000774	藍色潘圖劍士
ETC_20150317_000775	赤紅潘圖劍士
ETC_20150317_000776	潘圖暗殺者
ETC_20150317_000777	摩格蘭
ETC_20150317_000778	是橫貫魔界環境的猛獸，現在來到我們的世界並對我們造成傷害。
ETC_20150317_000779	丹丹
ETC_20150317_000780	魔族們正在進行馴服並使喚丹丹的作業。.
ETC_20150317_000781	圖約勒
ETC_20150317_000782	如果你對會移動的毒菇好奇，可以去看看圖約勒。
ETC_20150317_000783	提皮歐
ETC_20150317_000784	身上的黃草看起來很鬆軟，但是如果被這草打中可是很痛的。
ETC_20150317_000785	倫多
ETC_20150317_000786	倫多並不是從我們世界的動物變形而來的，他是從魔界過來的生物。
ETC_20150317_000787	泰拉伊普
ETC_20150317_000788	個性很調皮，對冒險家的物品很有興趣，所以請注意自己的身上的物品。
ETC_20150317_000789	潘圖槍兵
ETC_20150317_000790	赤紅潘圖槍兵
ETC_20150317_000791	藍色潘圖槍兵
ETC_20150317_000792	卡羅
ETC_20150317_000793	看起來並沒有很厲害的部份，但是實際戰鬥時完全不同。
ETC_20150317_000794	德菲
ETC_20150317_000795	葉豆精
ETC_20150317_000796	令人意外的是果實變型而成的怪物並不多，葉豆精是少數的例子。
ETC_20150317_000797	潘圖
ETC_20150317_000798	魅力在於被撕成日字形的巨大瞳孔。
ETC_20150317_000799	赤紅潘圖
ETC_20150317_000800	藍色潘圖
ETC_20150317_000801	斑點潘圖
ETC_20150317_000802	潘圖劍士
ETC_20150317_000803	潘圖中戰鬥力高， 對森林地形很強的物種稱呼。
ETC_20150317_000804	拿著鏟子的潘圖
ETC_20150317_000805	獨角獸
ETC_20150317_000806	圖拉漢
ETC_20150317_000807	努歐達伊
ETC_20150317_000808	肯陶洛斯
ETC_20150317_000809	貝皮特
ETC_20150317_000810	瑪爾雷飛龍
ETC_20150317_000811	吐勒塔伊
ETC_20150317_000812	肯瑟琳
ETC_20150317_000813	克雷比爾
ETC_20150317_000814	喀拉庫曼
ETC_20150317_000815	貝爾利安
ETC_20150317_000816	摩吉
ETC_20150317_000817	佛羅斯凱
ETC_20150317_000818	烏特魂間
ETC_20150317_000819	貝紐特
ETC_20150317_000820	布爾魯
ETC_20150317_000821	諾溫
ETC_20150317_000822	老鷹寵物
ETC_20150317_000823	克爾拉
ETC_20150317_000824	肥皂泡泡
ETC_20150317_000825	火腿
ETC_20150317_000826	貝哈伊勒水晶
ETC_20150317_000827	樹葉
ETC_20150317_000828	技能樹木
ETC_20150317_000829	技能樹木b
ETC_20150317_000830	技能樹木C
ETC_20150317_000831	技能樹木D
ETC_20150317_000832	技能樹木E
ETC_20150317_000833	綠頭鴨
ETC_20150317_000834	頸部周圍的花不是裝飾用的花，而是真正的花。
ETC_20150317_000835	小綠頭鴨
ETC_20150317_000836	如果你隨便亂碰他頭上的葉子，他會很憤怒並一直折磨你。
ETC_20150317_000837	克魯莫
ETC_20150317_000838	克魯莫噴出的煙氣毒性非常強又持久，要特別注意。
ETC_20150317_000839	賀敏勃德
ETC_20150317_000840	如果被尖銳的針刺到，疼痛感會持續一段時間，請注意。
ETC_20150317_000841	里普萊依
ETC_20150317_000842	雖然角上沒有毒，但是翅膀上可能會有麻痺的成份，盡可能不要用手去觸摸。
ETC_20150317_000843	盾牌
ETC_20150317_000844	旗幟
ETC_20150317_000845	殭屍
ETC_20150317_000846	鍊金術士寶珠
ETC_20150317_000847	曼德拉高拉
ETC_20150317_000848	畢卡拉斯博學者
ETC_20150317_000849	他們在魔界的地位比想像中還要低，所以在這裡找機會立功。
ETC_20150317_000850	藍色力量旗幟
ETC_20150317_000851	烏壇巴拉
ETC_20150317_000852	鍊金術士煤碳
ETC_20150317_000853	鍊金術士碘酒
ETC_20150317_000854	豬籠草
ETC_20150317_000855	希德米亞
ETC_20150317_000856	希德米亞可以讓種子飛到相當遠的地方，所以非常麻煩。
ETC_20150317_000857	彼蘭特
ETC_20150317_000858	草木災難發生之後，樹木變成會行動的怪物，彼蘭特就是其中之一，他的名字就是使用最初發現者的名字來命名的。
ETC_20150317_000859	卡露克
ETC_20150317_000860	卡露克在魔界是監督工人的怪物。
ETC_20150317_000861	伍潘特
ETC_20150317_000862	本來蘊藏有魔法的草木急速成長後，伍潘特就會出現。
ETC_20150317_000863	葛利查頓
ETC_20150317_000864	魔族們發現葛利查頓之後，很快地馴服他們，並讓他們當自己的手下。而魔族不支配的葛利查頓對人類來說當然是很危險的。
ETC_20150317_000865	寇利羅斯
ETC_20150317_000866	從珊瑚變異而成的怪物，是同時具有動植物和礦物特徵的怪物。
ETC_20150317_000867	赤紅路克史頓
ETC_20150317_000868	這個野獸變異之後，唯一變得比較好的一點就是尺寸縮小了。
ETC_20150317_000869	畢特羅斯
ETC_20150317_000870	畢特羅斯們的偽裝雖然後簡單但是很有效果。請不要亂碰會動的樹葉，會被扎到喔！
ETC_20150317_000871	曼陀羅之樹
ETC_20150317_000872	從螳螂變異而成的怪物，變得更強悍，偽裝能力也變得更好。
ETC_20150317_000873	伊諾溫
ETC_20150317_000874	具有比約諾溫更厲害的印象，相對的也更加強悍。
ETC_20150317_000875	畢托爾
ETC_20150317_000876	畢托爾變異後，毒性以及成群結隊的習性消失了，但是攻擊性變強了。
ETC_20150317_000877	是朋德的姐妹，身上帶著比自己身體還要大的鐮刀。
ETC_20150317_000878	卡樂卡修
ETC_20150317_000879	卡樂卡修是蘑菇界的河豚。毒性雖然強，但還是有可以食用的部份。
ETC_20150317_000880	暗黑麥茲
ETC_20150317_000881	麥茲的果實看起來很美味可口，但如果吃了就會中毒。
ETC_20150317_000882	蒙雷幾那
ETC_20150317_000883	蒙雷幾那賽爾
ETC_20150317_000884	貝里克洛
ETC_20150317_000885	受到魔族的影響而誕生的怪物，敏捷又具有毒性。
ETC_20150317_000886	裂嘴菌菇獸
ETC_20150317_000887	不要以為只會在森林深處遇到他們，有時他們為了吃人類的作物會到處蹓躂。
ETC_20150317_000888	魔力鴨
ETC_20150317_000889	外貌改變不大，但是體質變得完全不一樣了。他們現在不是只生活在水邊了。
ETC_20150317_000890	克洛紐特
ETC_20150317_000891	和本來的體型相比，體型變大非常多的怪物，本來他們的體型只有小姆指大小而已。
ETC_20150317_000892	伊普羅霍克鷹
ETC_20150317_000893	變成怪物之後不能飛的鳥有很多。
ETC_20150317_000894	杜瑪洛
ETC_20150317_000895	杜瑪洛並不是新誕生的怪物，但是在草木發生暴走災難之後，變成了具有毒性的動物。
